HabitoPago;Km_Score;Habito;Km_Grupo;Tercero;CargaNacional;VariosVehiculos;Antiguedad;Arpu;Km_Recorridos;NroRevisiones;Uso;Balance;AtencionAlarmas;TiempoActivo;Facturado;OdsUnidad;Grupo;Target
HC;km--;3;1;0;1;0;0,0625;0,381;0,05172618;0;0;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,261363636;0,3439;0,05169179;0;0,317;-1;1;1;1;1;0;1
HB;Estable;4;2;0;1;1;0,119318181;0,4685;0,051680327;0;0;-1;1;0;0;1;0,837615621;1
HA;km--;5;1;0;1;0;0,02840909;0,4216;0,051504557;0;0;-1;1;0,225;1;1;0,920863309;1
H0;Estable;0;2;0;1;0;0,482954545;0,4685;0,051470167;0;0;-1;1;0,322;1;1;0,081192189;1
H0;km++;0;3;0;1;0;0,051136363;0,4685;0,051409029;0;0,403;-1;1;0,967;1;1;0,106885919;1
HC;km+;3;3;0;1;0;0,068181818;0,4685;0,051366997;0;0,051;-1;1;0,645;0;1;0,702980472;0
HE;km-;1;1;0;0;0;0,0625;0,344;0,051363176;0;0,227;-1;1;0,225;0;1;0,14594039;1
HA;km+;5;3;0;1;0;0,113636363;0,3439;0,051359355;0;0,143;-1;1;0,225;0;1;0,98561151;0
HB;Estable;4;2;0;1;0;0,113636363;0,3439;0,051336428;0;0,086;-1;1;0,322;1;1;0,827338129;0
HB;km+;4;3;0;1;1;0,113636363;0,4685;0,051314776;0;0;-1;1;0,225;0;1;0,877697841;0
HC;Estable;3;2;0;0;0;0,034090909;0,3439;0,051145374;0;0;-1;1;0,225;0;1;0,637204522;0
HE;km-;1;1;0;1;0;0,107954545;0,2644;0,051076594;0;0,514;0;1;0,774;1;1;0,182939362;1
HE;km+;1;3;0;1;0;0,25;0,4685;0,051072773;0;0;-1;1;1;0;1;0;1
HB;km--;4;1;0;1;0;0,142045454;0,4685;0,051038383;0;0,36;-1;1;0,354;1;1;0,787255909;1
HA;Estable;5;2;0;1;0;0,147727272;0,3439;0,050927571;0;0;-1;1;1;1;1;0;1
HD;km+;2;3;0;0;0;0,119318181;0,4685;0,050862612;0;0,026;-1;1;0,677;0;1;0,502569373;0
HD;km--;2;1;0;0;0;0,397727272;0,468;0,050774727;0;0,081;-1;1;0,258;0,999;1;0,402877697;1
HE;km-;1;1;0;0;1;0,068181818;0,3439;0,050671558;0;0;0;1;0,225;0;1;0,162384378;0
H0;km--;0;1;0;1;0;0,022727272;0,3439;0,050568388;0;0,051;-1;1;0;0;1;0,038026721;0
HD;km+;2;3;0;1;0;0,284090909;0,3879;0,050560746;0;0,029;-1;1;0;0;1;0,538540596;0
HE;km-;1;1;0;1;0;0,170454545;0,3439;0,050537819;0;0;-1;1;0,225;1;1;0,18602261;0
HC;km+;3;3;0;0;1;0,0625;0,3439;0,050472861;0;0,2;-1;1;0,225;1;1;0,697841726;1
HD;Estable;2;2;0;1;0;0,193181818;0,4685;0,050419365;0;0;-1;1;0;0;1;0,47995889;0
HE;km+;1;3;0;0;0;0,443181818;0,468;0,050388797;0;0;0;1;0,645;0;1;0,305241521;0
HE;km--;1;1;0;1;0;0,130681818;0,4685;0,050346764;0;0,182;-1;1;0,903;0;1;0,178828365;1
HE;km-;1;1;0;1;0;0,056818181;0,3439;0,050293269;0;0;0;1;1;0;1;0;1
HD;km-;2;1;0;1;0;0,0625;0,4685;0,050258879;0;0,315;0;1;1;1;1;0;1
HE;km--;1;1;0;1;0;0,051136363;0,4894;0,050232132;0;0;-1;1;0;0;1;0,17266187;0
H0;km--;0;1;0;1;0;0,011363636;0,3439;0,050201563;0;0,273;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,1875;0,4685;0,050136604;0;0;-1;1;0,677;0;1;0,235354573;0
H0;km-;0;1;0;0;1;0,056818181;0,3439;0,050125141;0;0,084;0;1;1;1;1;0;1
HE;km+;1;3;0;1;0;0,221590909;0,4639;0,050109857;0;0,612;-1;1;1;1;1;0;1
H0;km-;0;1;0;0;0;0,8125;0,3439;0,050075467;0;0;0;1;1;1;1;0;1
H0;km-;0;1;0;1;0;0,022727272;0,4685;0,050060182;0;0;-1;1;0,677;0;1;0,038026721;0
H0;km-;0;1;0;0;1;0,414772727;0,3439;0,050057635;0;0,132;-1;1;0,322;1;1;0,034943473;1
H0;km+;0;3;0;0;0;0,068181818;0,4685;0,049999045;0;0;-1;1;0,322;1;1;0,087358684;1
HC;km++;3;3;0;0;0;0,02840909;0,3439;0,049972297;0;0;-1;1;1;0;1;0;1
HE;Estable;1;2;0;1;0;0,176136363;0,3439;0,049930265;0;0;-1;1;0;0;1;0,263103802;0
H0;km-;0;1;0;0;0;0,710227272;0,4685;0,04991116;0;0;0;1;0,225;0;1;0,026721479;0
HE;km+;1;3;0;0;0;0,113636363;0,4685;0,049869127;0;0;-1;1;0;0;1;0,297019527;0
HB;Estable;4;2;0;1;0;0,125;0,3439;0,049830916;0;0;-1;1;0;0;1;0,82631038;1
HE;km++;1;3;0;0;0;0,1875;0,4685;0,049800348;0;0;-1;1;0,741;1;1;0,303186022;1
HC;km-;3;1;0;1;0;0,46590909;0,373;0,049792706;0;0;-1;1;0,322;1;1;0,62589928;1
HE;km+;1;3;0;0;1;0,335227272;0,5199;0,049764047;0;0;-1;1;0,483;0;1;0,318602261;1
HB;km++;4;3;0;0;0;0,0625;0,3437;0,049689536;0;0;-1;1;0;0;1;0,842754367;1
H0;km+;0;3;0;0;0;0,107954545;0,4894;0,049658967;0;0,146;0;1;1;1;1;0;1
HC;km++;3;3;0;1;0;0,193181818;0,4894;0,049578724;0;0,051;0;1;0,677;0;1;0,712230215;0
H0;km-;0;1;0;1;1;0,676136363;0,2979;0,049454539;0;0,344;-1;1;1;1;1;0;1
HC;km--;3;1;0;0;0;0,227272727;0,3439;0,049444986;0;0;-1;1;0,645;0;1;0,597122302;0
HA;Nuevo;5;0;0;0;0;0,0625;0,6139;0,049322711;0;0;-1;1;0,225;0;1;0,883864337;0
HA;km+;5;3;0;1;0;0,176136363;0,3439;0,049307426;0;0,725;-1;1;0,354;1;1;0,990750256;1
HC;km+;3;3;0;0;1;0,02840909;0,3439;0,049269215;0;0,066;0;1;0,225;1;1;0,696813977;1
H0;Estable;0;2;0;1;0;0,085227272;0,4685;0,049204257;0;0;-1;1;0;0;1;0,073997944;1
HC;km-;3;1;0;0;0;0,0625;0,3439;0,049185151;0;0;0;1;0,322;1;1;0,583761562;1
HA;Estable;5;2;0;1;0;0,022727272;0,4685;0,04918133;0;0;-1;1;0,225;0;1;0,94552929;0
HD;km-;2;1;0;1;0;0,142045454;0,4685;0,049173688;0;0,128;0;1;0;0;1;0,427543679;1
H0;km-;0;1;0;1;0;0,045454545;0,3439;0,049116371;0;0;-1;1;0,645;0;1;0,038026721;0
H0;km+;0;3;0;1;0;0,073863636;0,4685;0,049070518;0;0;-1;1;0,645;0;1;0,107913669;0
HB;km+;4;3;0;1;1;0,471590909;0,4254;0,049011928;0;0,222;-1;1;0,645;0;1;0,881808838;1
HA;km+;5;3;0;1;0;0,301136363;0,6217;0,04883361;0;0,082;0;1;0,225;0,999;1;0,992805755;1
HE;km-;1;1;0;1;0;0,267045454;0,4639;0,048764831;0;0,355;-1;1;1;0;1;0;1
H0;km--;0;1;0;1;0;0,079545454;0,4685;0,048638734;0;0;-1;1;0,645;0;1;0,045220966;0
HC;km+;3;3;1;1;1;0,289772727;0,2238;0,048596702;0;0,001;-1;1;0,322;1;1;0,735868448;1
HE;Estable;1;2;0;1;0;0,164772727;0,3439;0,048566134;0;0;-1;1;0;0;1;0,263103802;0
HC;km+;3;3;0;1;1;0,170454545;0,4685;0,04855276;0;0;-1;1;0,225;1;1;0,726618705;1
HD;km++;2;3;0;0;0;0,051136363;0,4685;0,048455322;0;0,209;-1;1;0,258;1;1;0,501541623;1
HB;Nuevo;4;0;0;1;0;0,0625;0,4685;0,048367437;0;0,051;-1;1;0;0;1;0,747173689;0
HE;km-;1;1;1;0;0;0,301136363;0,4685;0,048336868;0;0;0;1;1;1;1;0;1
H0;km-;0;1;0;1;0;0,227272727;0,4685;0,048264267;0;0;-1;1;0;0;1;0,050359712;0
HA;Estable;5;2;0;1;0;0,017045454;0,4685;0,04824134;0;0;-1;1;0,225;0;1;0,94552929;0
HC;km++;3;3;0;0;0;0,397727272;0,4685;0,048210772;0;0;-1;1;0;0;1;0,69270298;0
H0;km-;0;1;0;0;0;0,289772727;0,4685;0,048096139;0;0;-1;1;1;1;1;0;1
HB;km-;4;1;0;1;1;0,045454545;0,3439;0,048079581;0;0,077;-1;1;0,225;0;1;0,791366906;0
H0;km-;0;1;0;1;1;0,113636363;0,4685;0,047971953;0;0,026;-1;1;0,677;0;1;0,056526207;0
HD;km+;2;3;0;1;0;0,096590909;0,3439;0,047928011;0;0;-1;1;0;0;1;0,530318602;0
H0;Estable;0;2;0;1;0;0,022727272;0,3439;0,047916547;0;0,336;0;1;0,322;1;1;0,069886947;0
HC;km--;3;1;0;0;1;0,073863636;0,4685;0,047792362;0;0;-1;1;0,225;0;1;0,604316546;0
H0;Estable;0;2;0;0;0;0,011363636;0,4685;0,04775224;0;0,232;-1;1;1;1;1;0;1
HE;km-;1;1;0;1;0;0,27840909;0,4685;0,047668176;0;0;-1;1;0,225;0;1;0,189105858;0
H0;km--;0;1;0;0;0;0,017045454;0,3439;0,047641428;0;0;-1;1;0,225;0;1;0,016443987;0
H0;km+;0;3;0;1;0;0,25;0,4685;0,047629965;0;0;-1;1;1;1;1;0;1
H0;km-;0;1;0;1;0;0,27840909;0,3439;0,047618502;0;0,001;-1;1;0,645;0;1;0,050359712;0
HD;km--;2;1;0;0;0;0,176136363;0,2751;0,047595575;0;0,228;-1;1;0,258;1;1;0,39979445;1
H0;km--;0;1;0;1;0;0,477272727;0,3439;0,047538259;0;0,068;-1;1;0,258;1;1;0,051387461;1
H0;Estable;0;2;0;1;0;0,011363636;0,3439;0,047500048;0;0;0;1;0,258;1;1;0,068859198;0
H0;km+;0;3;0;1;0;0,005681818;0,3439;0,047362488;0;0;0;1;1;1;1;0;1
HC;km-;3;1;0;1;1;0,170454545;0,4685;0,047352936;0;0,025;-1;1;0,225;0;1;0,631038026;1
HD;km+;2;3;0;1;1;0,130681818;0,6139;0,047283519;0;0;-1;1;0;0;1;0,54573484;0
HA;Estable;5;2;0;1;0;0,738636363;0,4894;0,047209644;0;0;-1;1;0,967;1;1;0,956834532;1
HB;km--;4;1;0;1;0;0,164772727;0,3439;0,046953631;0;0,026;-1;1;1;1;1;0;1
HD;km+;2;3;0;0;0;0,1875;0,4685;0,046827535;0;0;-1;1;0,354;1;1;0,508735868;0
HC;km--;3;1;0;1;0;0,02840909;0,3439;0,046816072;0;0,315;0;1;1;1;1;0;1
HC;km--;3;1;0;0;0;0,170454545;0,3439;0,046747292;0;0,154;-1;1;0,258;1;1;0,594039054;1
HE;km-;1;1;0;1;1;0,221590909;0,4231;0,046678512;0;0,32;-1;1;0,258;1;1;0,210688591;1
HA;km--;5;1;0;0;0;0,09090909;0,3439;0,04667087;0;0,46;-1;1;1;1;1;0;1
H0;km--;0;1;0;0;0;0,022727272;0,3439;0,046495099;0;0;-1;1;0;0;1;0,016443987;1
H0;km--;0;1;0;0;0;0,255681818;0,4685;0,046441604;0;0,383;0;1;0,225;0;1;0,028776978;1
HC;Estable;3;2;0;0;0;0,329545454;0,3439;0,04628876;0;0,025;-1;1;0;0;1;0,647482014;1
HE;km-;1;1;0;1;0;0,079545454;0,4685;0,046235265;0;0,16;0;1;1;1;1;0;1
HE;Nuevo;1;0;0;0;0;0,232954545;0,4685;0,046216159;0;0,885;-1;1;0,964;0;1;0;1
H0;Estable;0;2;0;1;0;0,164772727;0,3439;0,046212338;0;0;-1;1;0,677;0;1;0,078108941;0
H0;km-;0;1;0;1;0;0,022727272;0,4685;0,046212338;0;0;-1;1;0;0;1;0,038026721;0
H0;Estable;0;2;0;1;0;0,107954545;0,3439;0,046200875;0;0,213;-1;1;0,322;1;1;0,076053442;0
HA;km--;5;1;0;1;0;0,011363636;0,4685;0,046185591;0;0,051;-1;1;1;1;1;0;1
H0;km-;0;1;0;1;1;0,017045454;0,4685;0,04618177;0;0,001;-1;1;1;0;1;0;1
H0;km-;0;1;0;1;0;0,017045454;0,4454;0,046139737;0;0;-1;1;0,645;0;1;0,038026721;0
HE;Estable;1;2;0;1;1;0,068181818;0,337;0,046124453;0;0,041;0;1;0,225;1;1;0,271325796;1
HD;Estable;2;2;0;1;0;0,159090909;0,3439;0,04611299;0;0;-1;1;0,225;0;1;0,47995889;0
HE;km--;1;1;0;1;0;0,1875;0,4685;0,046051852;0;0;-1;1;0;0;1;0,184994861;0
HA;Estable;5;2;0;1;0;0,034090909;0,4685;0,046028926;0;0;-1;1;0;0;1;0,94552929;0
H0;km-;0;1;0;1;0;0,011363636;0,4685;0,045948683;0;0;-1;1;1;1;1;0;1
H0;km--;0;1;0;0;0;0,022727272;0,3439;0,04594104;0;0;-1;1;0;0;1;0,016443987;0
HE;km-;1;1;0;0;0;0,02840909;0,3358;0,045803481;0;0;-1;1;0,258;1;1;0,144912641;1
H0;Estable;0;2;0;1;0;0,017045454;0,4685;0,04576527;0;0,025;-1;1;0,322;1;1;0,068859198;1
HD;km-;2;1;0;1;0;0,15340909;0,3439;0,045761449;0;0;-1;1;1;1;1;0;1
HE;km+;1;3;0;0;1;0,09090909;0,4685;0,04572897;0;0,372;-1;1;0,354;1;1;0,313463514;1
H0;km++;0;3;0;1;0;0,039772727;0,4685;0,045719417;0;0;-1;1;0,645;0;1;0,102774922;0
HA;km+;5;3;0;1;0;0,017045454;0,4685;0,045719417;0;0;-1;1;1;0;1;0;1
HE;km-;1;1;0;1;0;0,0625;0,3439;0,045685027;0;0;-1;1;0;0;1;0,17266187;0
HA;km+;5;3;0;1;0;0,085227272;0,3439;0,045658279;0;0,291;-1;1;0,322;1;1;0,987667009;0
H0;km-;0;1;0;1;0;0,244318181;0,4685;0,045631532;0;0,096;-1;1;0,322;1;1;0,051387461;1
HD;km--;2;1;0;1;0;0,630681818;0,3439;0,045616247;0;0;-1;1;0,225;0;1;0,431654676;1
H0;km--;0;1;1;1;0;0,289772727;0,3126;0,045597142;0;0;0;1;0,322;1;1;0;1
HD;Estable;2;2;0;0;0;0,323863636;0,3439;0,0455895;0;0,347;-1;1;0,354;1;1;0,4655704;1
HD;Estable;2;2;0;0;0;0,0625;0,4685;0,0455895;0;0;-1;1;0,933;0;1;0,45323741;1
H0;km--;0;1;0;0;0;0,02840909;0,3439;0,045490151;0;0,025;-1;1;0,322;1;1;0,018499486;0
HA;km-;5;1;0;0;0;0,09090909;0,4685;0,045432835;0;0;-1;1;1;1;1;0;1
HC;km+;3;3;0;0;0;0,096590909;0,4685;0,045371697;0;0;-1;1;0,645;0;1;0,682425488;0
HB;km+;4;3;0;0;1;0,02840909;0,3439;0,045344949;0;0,131;-1;1;0,258;1;1;0,857142857;1
HC;km+;3;3;0;1;0;0,176136363;0,3439;0,045314381;0;0;-1;1;0,225;0;1;0,712230215;0
HB;km++;4;3;0;1;0;0,289772727;0,4685;0,04527617;0;0,025;-1;1;0,322;1;1;0,872559095;0
HA;km+;5;3;0;1;0;0,02840909;0,4685;0,045199748;0;0;-1;1;0,225;0;1;0,980472764;0
HC;km+;3;3;0;0;0;0,136363636;0,4685;0,045161537;0;0;-1;1;0,225;1;1;0,683453237;1
HB;km--;4;1;0;1;0;0,3125;0,4685;0,045092757;0;0,262;0;1;1;1;1;0;1
HA;km+;5;3;0;1;0;0,096590909;0,3439;0,044981945;0;0;-1;1;0,677;0;1;0,98561151;0
H0;Nuevo;0;0;0;1;0;0;0,3439;0,044939913;0;0;-1;1;1;0;1;0;1
HE;km-;1;1;0;1;0;0,0625;0,3439;0,044939913;0;0;0;1;0,225;0;1;0,17266187;0
H0;km-;0;1;0;1;0;0,40340909;0,4685;0,044916987;0;0,539;-1;1;0,967;1;1;0,053442959;1
H0;km--;0;1;0;0;0;0,022727272;0,4685;0,044737395;0;0;-1;1;0,225;0;1;0,016443987;0
HD;km++;2;3;0;1;0;0,051136363;0,3439;0,044710647;0;0;-1;1;1;0;1;0;1
H0;Estable;0;2;0;1;0;0,073863636;0,4894;0,044538698;0;0;-1;1;0,741;1;1;0,075025693;1
H0;km--;0;1;0;1;0;0,034090909;0,2751;0,044534877;0;0;-1;1;0,645;0;1;0,038026721;0
HB;km-;4;1;0;1;1;0,210227272;0,4682;0,044487113;0;0,025;-1;1;0,645;0;1;0,795477903;0
HE;Estable;1;2;0;0;0;0,113636363;0,4685;0,044248295;0;0;-1;1;1;1;1;0;1
HE;km++;1;3;0;1;1;0,0625;0,337;0,044154678;0;0,015;0;1;1;1;1;0;1
HC;Estable;3;2;0;1;0;0,534090909;0,4685;0,044152767;0;0,407;-1;1;0,322;1;1;0,671120246;1
HE;km+;1;3;0;1;1;0,142045454;0,3439;0,044137483;0;0;-1;1;0,225;1;1;0,349434737;1
HB;km+;4;3;0;1;1;0,431818181;0,4062;0,044041956;0;0;-1;1;0;0;1;0,87975334;1
HE;km-;1;1;0;1;0;0,102272727;0,3439;0,043938786;0;0;-1;1;0;0;1;0,178828365;0
HE;km-;1;1;0;0;0;0,164772727;0,4685;0,043892933;0;0;-1;1;0,225;0;1;0,153134635;0
H0;km+;0;3;0;0;0;0,022727272;0,3439;0,04388147;0;0;-1;1;0;0;1;0,086330935;0
HD;km+;2;3;0;1;0;0,420454545;0,373;0,043862364;0;0;-1;1;1;1;1;0;1
HD;Estable;2;2;0;1;1;0,102272727;0,5525;0,043854722;0;0,072;-1;1;0,225;1;1;0,490236382;1
HE;Estable;1;2;0;1;0;0,130681818;0,4685;0,043732447;0;0;-1;1;0,354;1;1;0,258992805;1
HE;Estable;1;2;0;1;0;0,295454545;0,4603;0,043694236;0;0,025;-1;1;0,225;0;1;0,265159301;0
H0;Estable;0;2;0;1;0;0,034090909;0,3439;0,043694236;0;0;-1;1;0,322;1;1;0,068859198;1
HD;Estable;2;2;0;1;0;0,443181818;0,5023;0,043625456;0;0;-1;1;0,225;0;1;0,483042137;0
H0;km--;0;1;0;0;0;0,034090909;0,4041;0,043552855;0;0;0;1;0,677;0;1;0,016443987;0
HC;km+;3;3;0;1;0;0,045454545;0,3439;0,043507002;0;0;-1;1;0;0;1;0,702980472;0
HA;Estable;5;2;0;0;0;0,079545454;0,4685;0,043503181;0;0,04;-1;1;0,322;1;1;0,939362795;1
HC;km--;3;1;0;0;0;0,079545454;0,4685;0,043503181;0;0;-1;1;0;0;1;0,586844809;0
HE;Estable;1;2;0;1;1;0,323863636;0,4685;0,043496631;0;0,03;-1;1;0,064;0;1;0,280575539;1
HC;Estable;3;2;0;1;0;0,107954545;0,4685;0,043468791;0;0,566;-1;1;0,806;1;1;0,663926002;1
H0;km--;0;1;0;1;0;0,619318181;0,3439;0,043419117;0;0,128;-1;1;0,645;0;1;0,050359712;0
HD;km+;2;3;0;1;0;0,431818181;0,373;0,043400011;0;0;-1;1;0;0;1;0,538540596;0
HC;km-;3;1;1;1;0;0,335227272;0,5603;0,043300663;0;0;-1;1;0,225;1;1;0,635149023;0
HA;Estable;5;2;0;0;0;0,488636363;0,6217;0,043258631;0;0;-1;1;0,677;0;1;0,943473792;0
H0;km-;0;1;0;1;0;0,02840909;0,3439;0,043193672;0;0,025;0;1;0,677;0;1;0,038026721;0
H0;km+;0;3;0;1;0;0,051136363;0,4685;0,043143998;0;0;-1;1;0,322;1;1;0,104830421;1
HE;km++;1;3;0;1;0;0,1875;0,3439;0,043132535;0;0,215;-1;1;1;1;1;0;1
HE;km--;1;1;1;0;0;0,994318181;0,6538;0,043071397;0;0,386;-1;1;0,354;1;1;0,216855087;1
H0;km+;0;3;0;1;0;0,164772727;0,4685;0,042834489;0;0;1;1;0,322;1;1;0,112024665;1
HE;km+;1;3;0;1;1;0,15340909;0,4685;0,042813473;0;0,25;-1;1;1;1;1;0;1
HD;km--;2;1;0;1;0;0,323863636;0,3879;0,042800099;0;0;-1;1;0,225;0;1;0,431654676;0
HB;km++;4;3;0;0;1;0,096590909;0,3439;0,04255937;0;0,172;-1;1;0,322;1;1;0,860226104;1
H0;km-;0;1;0;1;0;0,045454545;0,4685;0,04255937;0;0;-1;1;0,645;0;1;0,038026721;0
H0;km-;0;1;0;1;0;0,460227272;0,4685;0,042528802;0;0;-1;1;0;0;1;0,050359712;1
H0;km+;0;3;0;1;0;0,017045454;0,2996;0,042517338;0;0;1;1;0,645;0;1;0,102774922;0
HC;km-;3;1;0;1;0;0,107954545;0,6139;0,042502054;0;0;-1;1;0;0;1;0,615621788;0
HD;km-;2;1;0;0;0;0,02840909;0,4685;0,042494412;0;0,025;-1;1;0;0;1;0,389516957;0
H0;km-;0;1;0;1;1;0,017045454;0,4894;0,04248868;0;0,184;-1;1;0,645;0;1;0,054470709;0
H0;km++;0;3;0;1;0;0,045454545;0,3439;0,04241799;0;0,329;-1;1;1;1;1;0;1
HC;km--;3;1;0;0;0;0,102272727;0,3439;0,042356852;0;0;1;1;1;0;1;0;1
HD;km-;2;1;0;0;0;0,448863636;0,468;0,042322462;0;0;0;1;0;0;1;0,401849948;0
HD;km-;2;1;0;1;0;0,4375;0,5023;0,042310999;0;0;-1;1;1;0;1;0;1
HC;km++;3;3;0;1;0;0,034090909;0,3439;0,042288072;0;0,061;0;1;0,354;1;1;0,704008221;0
HB;km--;4;1;0;1;0;0,306818181;0,3879;0,042215472;0;0,04;-1;1;0,322;0;1;0,788283658;1
HE;km++;1;3;0;1;0;0,176136363;0,3439;0,042123765;0;0,129;-1;1;0;0;1;0,33299075;1
H0;km+;0;3;0;1;0;0,011363636;0,4685;0,042108481;0;0,128;-1;1;0,645;0;1;0,102774922;0
HE;km--;1;1;0;1;0;0,505681818;0,2557;0,041982385;0;0;0;1;0;0;1;0,189105858;0
HE;Estable;1;2;0;1;1;0,318181818;0,4685;0,041937077;0;0,253;-1;1;0,225;1;1;0,283658787;1
HE;km-;1;1;0;0;1;0,545454545;0,7104;0,041935576;0;0,462;-1;1;0,838;1;1;0,170606372;1
HA;km+;5;3;0;1;0;0,02840909;0,4685;0,041917426;0;0;-1;1;0,225;0;1;0,980472764;0
HE;km--;1;1;0;1;0;0,375;0,3517;0,041898321;0;0;-1;1;0,258;0,846;1;0,190133607;1
HD;km--;2;1;0;1;0;0,352272727;0,3439;0,041871573;0;0,096;-1;1;1;1;1;0;1
HD;km+;2;3;0;1;0;0,301136363;0,3439;0,041783688;0;0,055;-1;1;1;1;1;0;1
H0;km++;0;3;0;0;0;0,017045454;0,3439;0,041783688;0;0,041;-1;1;0,322;1;1;0,087358684;1
HE;km--;1;1;0;1;0;0,107954545;0,4685;0,041741656;0;0;-1;1;0;0;1;0,178828365;0
HA;km-;5;1;0;1;0;0,284090909;0,4685;0,041730192;0;0,069;-1;1;0,677;0;1;0,928057553;0
HE;km-;1;1;0;1;0;0,051136363;0,4685;0,041646128;0;0,22;-1;1;0,933;0;1;0,175745118;1
HE;Estable;1;2;0;0;0;0,170454545;0,4685;0,041623202;0;0;-1;1;0,677;0;1;0,235354573;0
H0;km--;0;1;0;1;0;0,017045454;0,3439;0,041611738;0;0,025;1;1;0,645;0;1;0,038026721;0
HE;km+;1;3;0;0;0;0,113636363;0,4685;0,041485642;0;0,252;-1;1;1;1;1;0;1
H0;km-;0;1;0;1;0;0,022727272;0,4454;0,041485642;0;0;-1;1;0;0;1;0,038026721;0
HD;km--;2;1;0;1;0;0,517045454;0,6217;0,041478;0;0;-1;1;0,354;1;1;0,432682425;1
HE;Estable;1;2;0;1;1;0,329545454;0,4685;0,041472268;0;0,246;-1;1;1;1;1;0;1
HC;km++;3;3;0;0;0;0,056818181;0,4685;0,041344262;0;0,327;-1;1;0,258;1;1;0,681397738;1
H0;km-;0;1;0;1;0;0,022727272;0,3439;0,041332798;0;0;-1;1;0,677;0;1;0,038026721;0
HE;km-;1;1;0;1;0;0,488636363;0,4685;0,04126784;0;0;-1;1;1;0;1;0;1
HA;Estable;5;2;0;1;1;0,244318181;0,6012;0,041265929;0;0,026;-1;1;0,87;0;1;0,961973278;1
HC;km+;3;3;0;1;0;0,295454545;0,4685;0,041118817;0;0;-1;1;0,354;1;1;0,718396711;1
H0;km-;0;1;0;0;0;0,34090909;0,3439;0,041008005;0;0,699;-1;1;0,322;1;1;0;1
H0;km--;0;1;0;0;0;0,170454545;0,3439;0,040985079;0;0;-1;1;0,677;0;1;0,023638232;0
HE;km--;1;1;0;1;0;0,471590909;0,468;0,040889551;0;0,285;-1;1;0,225;0;1;0,193216855;1
H0;km+;0;3;0;1;0;0,022727272;0,3439;0,040759634;0;0;0;1;0,967;1;1;0,104830421;1
HD;km++;2;3;0;1;0;0,039772727;0,3439;0,040748171;0;0;0;1;0;0;1;0,525179856;0
HB;km--;4;1;0;1;0;0,034090909;0,4685;0,040702317;0;0;0;1;0,225;0;1;0,776978417;0
HA;km-;5;1;0;0;0;0,096590909;0,4685;0,040698496;0;0;-1;1;0,225;0;1;0,90544707;0
HD;km+;2;3;0;1;1;0,125;0,6139;0,040666654;0;0;-1;1;0,225;0;1;0,54573484;0
H0;km--;0;1;0;1;0;0,079545454;0,4685;0,040587685;0;0,077;0;1;0,322;1;1;0,046248715;1
HE;km-;1;1;0;1;0;0,079545454;0,4685;0,04050362;0;0,025;-1;1;0;0;1;0,178828365;0
HD;km--;2;1;0;0;0;0,051136363;0,4685;0,040476873;0;0;-1;1;0;0;1;0,389516957;0
HE;km++;1;3;0;1;0;0,289772727;0,5023;0,040461588;0;0,244;-1;1;0,129;0;1;0,340184994;1
HB;km--;4;1;0;0;1;0,096590909;0,3439;0,040415735;0;0,014;-1;1;0;0;1;0,77286742;1
HC;km+;3;3;0;1;1;0,096590909;0,3439;0,040415735;0;0,236;-1;1;0,354;1;1;0,725590955;1
HC;km-;3;1;0;1;0;0,267045454;0,4685;0,040297281;0;0,547;-1;1;1;1;1;0;1
HD;km++;2;3;0;0;0;0,210227272;0,3439;0,040281997;0;0,099;0;1;1;1;1;0;1
H0;km-;0;1;0;0;0;0,164772727;0,4685;0,040270534;0;0,9;0;1;0,806;1;1;0,02569373;1
HC;km-;3;1;0;1;0;0,181818181;0,4685;0,040232323;0;0;-1;1;0,322;1;1;0,621788283;0
HE;km-;1;1;0;1;1;0,073863636;0,337;0,040220859;0;0;0;1;0;0;1;0,200411099;0
HC;Estable;3;2;0;1;1;0,232954545;0,4685;0,040164817;0;0,148;-1;1;0,258;1;1;0,678314491;1
H0;km-;0;1;0;1;0;0,034090909;0,4685;0,040113869;0;0,314;-1;1;0,87;0;1;0,040082219;1
HC;km-;3;1;0;0;0;0,107954545;0,4685;0,04004891;0;0,254;-1;1;1;1;1;0;1
HD;km-;2;1;0;0;0;0,818181818;0,3439;0,039999236;0;0;0;1;1;1;1;0;1
H0;km++;0;3;0;1;0;0;0,3439;0,039842571;0;0;0;1;1;0;1;0;1
HE;km++;1;3;0;1;0;0,289772727;0,4603;0,03973558;0;0;-1;1;1;0;1;0;1
HC;km+;3;3;0;0;0;0,102272727;0,4685;0,039727938;0;0,067;0;1;0,258;1;1;0,683453237;0
H0;Estable;0;2;0;1;0;0,017045454;0,4685;0,039659158;0;0;-1;1;1;1;1;0;1
H0;km--;0;1;0;0;0;0,244318181;0,4685;0,039643874;0;0,051;0;1;0,645;0;1;0,026721479;0
H0;km--;0;1;0;1;0;0,022727272;0,3439;0,039460461;0;0,014;-1;1;0;0;1;0,038026721;0
HD;Estable;2;2;0;0;0;0,261363636;0,6012;0,039441356;0;0;-1;1;0;0;1;0,462487153;0
HC;km--;3;1;0;0;0;0,085227272;0,4062;0,039273227;0;0,167;-1;1;0,225;0,915;1;0,587872559;1
